title,lang,source_name,format,category,license,text,sentences,cefr_level
008_BGSU1074.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"It is a fact that even well-educated people find themselves in a state of bewilderment at the mere thought of the speed in which technologies are revolutionizing the world. and no wonder, for I doubt it that there is anyone who hasn't been plagued with this feeling of uncertainty. It is, therefore, only natural that the effect of the so-called technological threat be exaggerated .
Obviously, if we are to avoid the hazard of falling into much extremes we need to find reasonable answers to the following questions: why is this negativistic attitude against technologies taking place ' how can analogical events in the past help us evaluate the present situation; why are not technologies overpowering the human mind; why are people afraid of the technological advent .
If we are to assume that technological progress and human imagination are two irreconcilable things, then we would imminently affiliate ourselves to the Romantic conceptions or even the Luddite attitude. This rage-against-the-machine phenomenon is on a par with primitive myth - making. Moreover, the trends which trigger this kind of attitude can even be traced back to a cheap horror story. Why? The answer here is fear - fear of the unknown. Just like Medusa in the myths of the ancient Greeks, the embodiment of ultimate evil, or even the gruesome monster in Bram Stoner's novel. These two examples both lead us to one and the same conclusion. People tend to generalize their fear in a flat black-and-white image. This also holds true for the stereotypes that have been built up to sum up the three-dimensional technological reality into a distorted one-dimensional concept. And what happens if this image is reduced to a terrifyingly intelligent machine which lurks the infinite paths of the informational highway? From this starting point it is not hard to jump to the conclusion that technologies may impair our mental abilities .
People are afraid of technological progress and claim that this threatens the human faculty. This is ludicrous, just as ludicrous as the primitive aggression of the Luddites on 19th century machinery. They believed that the machines are responsible for unemployment. Others believe that technology threatens to overpower their imagination. Unemployment than was due to mass migration to the cites. Deficiency of thought and lack of imagination is due to entirely personal characteristics .
As it was stated before, people are afraid of the unknown. It isn't hard for the half-informed to see a horrifying image of the near technologically wise future. But to think of a future world where machines are the decision-makers, where humans are reduced to mere walking extensions can hardly be acceptable with no amount of reasonable doubt. The reason why this can hardly be anticipated is the fact that the human mind is irreplaceable. It cannot become the author of its own creation. Whatever marvelous machinery is to be invented in the future, it will always be a byproduct inferior to the capacity of human imagination. What is more, imagination itself is so tightly intermingled with emotions that sometimes no distinct borderline can be drawn between the two. And emotions are often too subtle to be felt, let alone created .
People are sceptical about new technology because they are not equipped with the necessary knowledge to handle it. Being informed helps you avoid potential threats in using any technology, whether it be household appliances or sophisticated virtual reality products. This is analogous to driving a car wit or without a driving permit. Therefore, it is not knowing the rules of these man - made ""tools"" that is the cause for alarm. And a tool is simply a utility. It does not threaten to replace one's imagination. On the contrary, it helps both mind and imagination along the tortuous path of perfection .
Indeed, one must always have a ""luddite"" within him and not take things for granted. This is so, because like any revolution, the technological one has its aftermath. And it can be disasterous if the necessary precautions are not undertaken. But does that mean we have to shut our eyes to the blatant thruth and pretend that technologies do not exist? Besides, we have many other things to fear. You only have to turn on the eight o'clock news...",People are sceptical about new technology because they are not equipped with the necessary knowledge to handle it.,C1
234_ITRS2034.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"There is not much knowledge about feminism among young women. It is considered a kind of * revolution * of women against men, but it is not simply so .
This social + political movement developed during the last years of the sixties and it believed + aimed that women should have the same rights, power and opportunities as men. However this movement cannot be understood without referring to the situation of society in those years. The late sixties and early seventies were characterized by a deep crisis, which involved, politic, education, social relationships and in this context feminism set up a protest against an old-structured society ruled by men .
Feminism has old and noble origins which trace back to the French revolution. Women at that time claimed the right of being considered an important part of society, asking for civil and political rights .
In Italy during the Risorgimento, the question of feminism was still of little value, but at the end of the 19th century, due to the great number of women working in factories, the * female problem * became very important. Nevertheless what women really claimed was not only the right of working in good conditions, but they aimed at the emancipation of women as a movement of renewal of the heart of society. However women had to wait until 1945 to obtain an important success, indeed in that year they gained the right to vote. From 1945 italian population, like many others in Europe, was * busy * in * starting again *, there was a lot to do in a country destroyed by the war. This period sees the rise of the middle-class, and witnessed the so called economic * boom *. This well established middle-class still didn't give women the same opportunities as men, so in the seventies due to the ferments developed feminism broke out .
In those years women expressed their anger showing a strong rebellious aspect. They stood up for their rights in a society which didn't give them the same chances as men. They fought against male power, thus trying to destroy his role in society. They were against the old structured society where women could be mainly housewife, whereas man could study, work and chose with freedom. Unfortunately their noble ideas degenerated into a sort of extremism which spoiled their ideals, thus reducing, in some situations, their insurrection in a sterile fight between man + women for who had the duty to do the washing up, or the houseworks in the family .
In my opinion feminism was an important movement that marked a necessary break in Italian society. Thanks to those fights, now there are women free to dedicate themselves to successful careers in management, politics, science, before denied .
However these glorious conquests are only one aspect of the results obtained. The new and imposing role of women created a lack of balance in our society. Families are more and more abandoned by women interested in working many hours a day. Children are no longer educated by their mothers, but by baby-sitter, grand-parents or nursery-schools. The family isn't a strong institution any longer, and the consequences are a lack of values. Many sociologists claim that the weakening of the family and the consequent weakening of familiar bounds, are the main sources of many problems that distress our society .
So as I have analyzed the subject is controversial, because to some important conquests correspond some failures. I don't consider myself a feminist because I don't agree with the extremism they reached; but I believe that it was necessary to reach a certain freedom of choice and also to develop a certain self-consciousness which are the most important elements to be aware of our limits and our potentialities as human being .","Nevertheless what women really claimed was not only the right of working in good conditions, but they aimed at the emancipation of women as a movement of renewal of the heart of society.",C1
155_FRUL2028.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"If I were to respond spontaneously to this essay's title, I would say that this statement is certainly a male one. But on reflection, I consider that we should be cautious about making over-simplified assertions and try to consider the emancipation issue from a more prismatic point of view, which is not an easy undertaking .
According to [Reference] emancipation is [Quotation] . The notion of emancipation implies that of equality and, considered under that angle, we are far away from the emancipated human being the Western world claims as one of its great achievements. In my opinion, it would be wrong to denigrate the enormous task accomplished by feminists such as, for example, the British suffragettes. Who could forget that in the 19th century many male citizens were legally allowed to beat their wife, that women were not admitted to universities or that they were denied the right to vote?
But in the following lines, I will try to give a quick outline of what I consider as being important aspects of the emancipation issue .
As I see it, the question of emancipation is at its very essence an economic one. Women now have the opportunity to work outside their home which means that they can earn their own living and no longer depend economically on their husband .
Some may argue that women now have a lot more to do than in earlier days, that they must try to combine the work outside with that inside their home. But if a woman's partner does not help her with the ""homework"", she now has the choice either to die in harness or to revolt and possibly leave him. But many so-called ""liberated"" women abuse of their power and it is a shame that they seem to think that now it is their turn to oppress others .
In many areas of life, our social and financial situation determinates the way in which we will be treated. Let us only take the example of medecine and law: the most competent medical specialists and lawyers are often reserved to the rich. But not only the financial situation may be an obstacle in a person's life: in our bureaucratic society, where law is supposed to be accessible to all, you need a certain educational background in order to manage to obtain what is considered to be your rights .
What are the most important rights a society should offer to its population? In my view, the right to work is one of them. A job gives you financial independence and the sense to contribute towards a function of our society which could be satisfactory for all its members .
It is a pity that more and more people fear for their job or find themselves shunted to one side. In order to safe money many jobs are sacrified, which in the long run will only amplify our problematic situation .
These reflections lead me to consider our political world. Are we equal politically?
No, we are not. The best proof of this affirmation is the fact that we are ruled by people who benefit from the regime of parliamentary privilege and enjoy many other extra advantages. Our politicians seldom remain loyal and honest once they are in power, and their politics are very often far away from the real needs of the community .
The gap between the most and the least favoured classes is widening, and it is tragic that those who rule us belong most often to the favoured classes or have to deny their original ideas if they want to survive in the political world. Those people, even if they are elected by our democratic system (which is far from being perfect) are simply out of touch with the problems faced by less fortunate members of our society .
Moving towards an increasingly egocentric society with growing unemployment, racism, juvenile criminality and drug-abuses the crucial issue is that of the achievement of a real emancipation for every human being, whatever his or her gender, age or social and cultural background .","In order to safe money many jobs are sacrified, which in the long run will only amplify our problematic situation .",C1
428_SPM01013.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"The cliché that ""money is the root of all evil ' has become in human history much more than a saying picked up by chance from an old song, but a reality which even more noticeable in modern times .
Money is generally regarded as a priceless key to unlock the slammed-shut doors which one encounters in daily life. Hence there is nothing that materialistic people would not be willing to do to obtain it. There exist positive means of earning money; working with endurance, integrity and good motivation seem to be the most worthy. Nevertheless exist other means of obtaining it which are not so honorable, but quicker. These means have become prominent in present day society .
These days society is evidently led by tendencies of consumption unknown before. During the Roman Empire, the Middle Ages and The lndustrial Revolution for instance, the boundaries between classes were completly separated and only a few fortunate members of the groups in power were aware of and could enjoy the delights wealthiness could provide. Today the means of communication transmit the excelencies of a glamorous world to those who find it hard to make ends meet. Hence the phrases ' I own"", ' I possess"" are becoming the guiding lights of a broad sector of society .
It is an unknown fact that to own and to posses one has to buy and that requires money. How does one find money? It is precisely at this point that evil is likely to make its apperance onto the stage especially because the cycle of money dictates that when money enters the hands of one it leaves the pocket of another. The trick is how to convince others to let loose their pockets. Even with in the limits of the legal methods of finding money there exist hidden tactics to seize the money of others. For instance, marketing is a means of making a piece of merchandise look wonderful and absolutely necessary for our existence, when the truth is the contrary. Are these methods of using propaganda in adverdsing to sell at all cost absolutely legal?.
However publicity and marketing are minor ""crimes"" when compared to violence, death, war, deprivation of human rights and other horrors which are aimed at the attainment of money, it seems that the value of human life diminishes as the value of money increases. It is then that homo lupu homini est may be applied to the definition of human behaviour. At this disgraceful view of human nature, man's blood stained hands rise proudly showing their ignominious award .
Nonetheless, it may be adduced that not always behind a violent act is an uncontainable lust for the acquisition of money or power. It may be alleged that nonmaterialistic ideological motives can prompt persons to get engaged in actions which endanger other people's basic rights even that of life. However, how many of those people do not conduct themselves by an ideal, but are subtly manipulated by the desires to accomplish the aims of an economical gain?.
In spite of all the vile acts and corruption which surround the world of money, it would be unfair not to acknowledge the altruistic purposes which lead some individuals or organisations to put their or other's money at the service of the needy ones .
These non-profit organisations are the most outstanding proof of the praisable actions which can be carried out thanks to money. Money can help to mitigate manu disabilities, calamities and much suffering where its lack is source of a continuous state of misfortune and afliction .
In conclusion, it must be taken into consideration that although the allure of money compells human beings to do wrong beyond any limits, in the long term money is neither good or bad itself but persons and their actions determine the role money play in the world .","Nevertheless exist other means of obtaining it which are not so honorable, but quicker.",C1
194_HUEL4059.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"The technology of mobile phones has developed greatly in the last fifteen years. The improvement is still continuing and the use of these objects has spread like wildfire. By now almost everybody owns a cellphone. It can be seen in the hands of tiny school children as well as in their grandparents! Of course, mobiles have disadvantages too. Some doctors claim that the radiation of the electromagnetic waves these phone work with may cause heart attack. What is even more threatening, is how mobiles effect people's daily life. Privacy is seriously endangered by the constant presence of cellphones.
On one hand, companies are to blame. Managers very often demand non-stop accessibility from their employees. This means that workers have to take their mobiles home and they are not allowed to switch them off even at night. This is not only disturbing the employee but his or her family as well. If the person is called at night, the ringing wakes up at least his/her partner or, in worse case, the children as well.
Companies are not taking into consideration that their employees have a life outside the office, which should not be so. People should be allowed to switch off their phones at least in the night hours.
On the other hand, mobile users create the problems themselves, even if unconsciously. Many people are addicted to their mobiles and they are not aware how this might affect others in their environments. By owning the mobile some people gain the - sometimes fake - feeling of importance. Since they cannot bear missing a call or a text message, these people carry their phones along with them everywhere - even to the toilet. This is a wrong attitude. They should realize that not looking at their cellphones every second will certainly not result in catastrophe.
But even very important persons (doctors, for instance) should think about the people around them, when they are making or receiving calls or messages. Often they rudely answer unimportant calls in the middle of a conversation or a consultation. This immediately makes the partner or patient feel bad, because it gives them a feeling that their speech is not as valuable and worth continuing as the phone call. Most likely nobody would appreciate it if a third person came and interrupted their discussion. Private calls at working time should be thought of the same way.
To sum up, mobile phones mean an increasing threat to people's private life. Be it the company or the owners of phones themselves who decide not to switch the mobile off, the constant use of cellphones might harm one or more people's intimacy and privacy. This is an unhealthy situation and people should realize that sometimes instead of paying attention to the mobile they should pay more attention to their environment.",The improvement is still continuing and the use of these objects has spread like wildfire.,C1
315_MDCM2040.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"In the past, religion was the force that controlled people's lives, thoughts, customs. They obeyed every rule and were convinced that the church has the ultimate power over them. People were blinded, and the church dominated their lives. The church, for example in medieval times, had great wealth, political power and influence over community life, art, architecture and education. The middle ages are quite often called the Age of Faith because religion was so pervasive in European society. All in all, in medieval times people didn't see things reasonably and were quite blinded. As Karl Marx put it: [Quotation] [Reference] . However, that stays in the past and another opium for the masses was discovered - television. Television replaced the religion, but it has quite the same purpose - to make masses subordinate and believe In what they see on TV.
	To begin with, television is a medium that is intended for large audience recipients. People around the world are constantly in touch with the presence of the mass media. What is more, every child nowadays is born with computer and television next to it. We are totally occupied by the new technologies and new electronic gadgets, and eventually we can't think with our brains as the time comes, we would start believing in what we see, which is not always right, according to the eminent scientist that grasp this concept in their studies.
	Secondly, mass media, including radio, TV and newspapers, have huge influence in determining and shaping people's ideas. I personally think that mass media controls our mind simply because of the commercials, the movies, and songs we see every day. If you see a beautiful girl with nice clothes and wel shaped body, you would like to have that dress and her body! Some experts claim that hidden subliminal psychology is being used in the modern media industry to achieve the desired results with their video materials. These have changed our lives to a great degree. First, they affect peoples' views on fashion. We wear clothes that may look like what famous actors or singers had on recently. What we watch on TV, radio, what we read in newspaper and magazines affect us in a great amount. When choosing what to wear, most of us have a tendency to choose what is said or shown to be fashionable by famous people. Furthermore, it is evident that the mass media also plays an important part in our attitude towards life in general. Some people complain that the young people today tend to be more lazier and more violent and aggressive and feel they need gadgets as much as possible. This is simply the result of bad programs shown on TV all the time, websites with no control whatsoever and even the parents' carelessness. Some parents allow their children to surf the web, without noticing that on Internet there are challenges which the young have little experience how to deal with them. People, especially young adults, always have an idol and they tend to imittate what their idols do no matter if these things are good and desirable or bad.
	Thirdly, the saddest thing that happens while we watch TV is that we become more and more subordinate, we believe in what we see and we don't develop the critical thinking. As Bill Hicks put it: [Quotation] What is more, studies suggest watching television for longer periods changes the very structure of a child's brain and decreases their verbal abilities. Even much worse effects could possibly exist: although a cause-and-effect connection is hard to prove, higher rates of obesity, antisocial behavior and mental health problems are in correlation with the hours spent in front of the TV.
	To conclude, mass media (TV) is a powerful tool used to manipulate the masses by the ruling class. It defines what is normal and acceptable and shapes people's opinions and attitudes. What is not presented on the TV channels is regarded as unimportant. There are numerous events and things that happen in the world, but if TV companies don't think masses should see that, they don't broadcast that. Television definitely controls the masses, however it is our right to choose whether to watch it or not.",We wear clothes that may look like what famous actors or singers had on recently.,C1
303_LTVY5020.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Marx once said that religion was opium for the masses. If he was alive at the end of the 20th century, he would replace religion with television. And by saying this he would be absolutely right . 
 The times have changed and the church has lost its power, but it didn't took very long for the society to find a new god to worship - it is the almighty silver screen. The magical box which emits pictures and sounds has long become a device which is an absolute must for every household. Just think about it - you go to your new neighbor's house to welcome him into the community and suddenly you notice one fatal flaw in his living room - on the cupboard where usually a television stands a potted plant. The first things that would pop into your head would be that he's either too poor to own a device which has become mandatory in every house or that he's plain weird. But in this case it isn't the neighbor who is the weird one, but you .
 Opinion polls say that in the past three decades watching television has become one of the most popular ways of passing ones free time. People do not read books that much anymore or spend long winter evenings socializing with each other. Now they got the ultimate time waster - television. Just with one press of a button on your remote control and you are already engulfed with entertainment. If your life lacks romance - switch on the soaps and you will be entangled in more love affairs than you can handle. If you need to add some extra realism into your daily routine - follow dozens of reality shows which are as real as a Loch ness monster. Nobody can withstand the ""greatness"" that is television .
 But I think that the entertainment comes at the high price. First of all, those who spend most of their time in front of the silver screen tend to have back problems from constantly sitting or lying in an unhealthy manner. Secondly, if you spend too much time watching TV, and furthermore if you do it in a dark, poorly lit room you soon may need to visit your eye doctor and get some glasses. Furthermore, doing nothing else and watching already given images deprives ones imagination and ability to fantasize, though this can be avoided if the from time to time spends some time with a book. And finally, some people, especially little children can get heavily addicted to it and start forgetting their own duties so they could spend more time with ""the magic box"".
 In conclusion, while TV isn't really bad itself, people started abusing it and depending on it way to much. There is no sin in watching the news, catching your favorite TV show or some movie from time to time, but when people start spending more than half of their free time lying around and letting the television do the thinking for theirselves, that is really sad .","And finally, some people, especially little children can get heavily addicted to it and start forgetting their own duties so they could spend more time with ""the magic box"".",C1
426_SENS3012.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Does money cause all our problems? It is a very frequently asked question these days, with a plethora of different answers and opinions. Some claim that with money everything is easier; some claim that a piece of paper cannot make your life better. But, one cannot deny, the whole world spins around money.
There are actually two different worlds - the rich one and the poor one. In the world full of money, expensive cars, luxurious mansions, glamour and glitter everything seems to be perfect. Looked from the outside, it really does seem perfect. However, there is much deeper and darker side hidden beneath all that shine. If you look closer into lives of, for example, famous persons, it is not happiness that you see. No. It is dissatisfaction, anger, helplessness. One cannot resist asking ""Why? Why, when they have everything they want?"" Now comes the question of what is really the thing humans want. Cars? Clothes? Expensive hotels? Overloaded bank accounts? People who have all these things do not actually care about them. They are slaves to their fortune. What is the purpose of a huge house if you live there alone? What is the purpose of millions and billions if you have no one to spend them with?
Next are a little less rich people, those who own companies or have well paid jobs so they can afford themselves a luxurious life. Those are people who are never at home, who pay a babysitter to raise their children because they are too busy with earning money. Those are lonely men and women who left their beloved ones or were left by them because they missed every birthday and anniversary, because they were working late. No matter how much money you have, you can never buy time. The true values do not lie in money and in things you can buy with money. Only those who have it know that.
On the other hand, there are people who have so little, almost nothing, speaking materialistically, but actually they have everything. How comes? Well, maybe a mother cannot afford to buy her children the latest phone, but she can spend some time playing with them, she waits them with hot lunch on the table, she is there to kiss them goodnight. Maybe a boyfriend doesn't have money for expensive dinner, but he will make one by himself. Maybe a father cannot buy his son a new car, but he will come to every football mach his son plays. That is the true luxury. It is shame that so many people never realize that, or when they do, it is too late.
Money is an addiction, a sickness. No matter how much you have it, it is never enough, you always want more and more. But it is not money to be blamed. After all, it is nothing more than a piece of paper. The true evil lies in people themselves. Human's greed and envy are the biggest evil force in the world. Money is not alive, it cannot consciously cause you troubles and bring you misery. It is simply a means to an end, and you are the one who decides what that end will be. The best things in life come for free, it has always been like that, and it will always be.",Clothes?,C1
327_NOAC1008.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"When a person commits a crime, he or she should be punished for it. That is at least how most people feel. It seems morally right that the criminal should pay for his actions. Knowing that the criminal will go to prison, secluded from the rest of the world, his freedom and personal life being robbed from him, satisfies society. They get even with him. But does it benefit society in the long run?
Ideally, the criminal would come out of prison as a new and improved person. He will have had time to do some serious thinking about his life and his wrongdoings, and will have been determined to live a better life .
Of course, his is rarely the case. The prison often hardens the criminal, and once the person is free, he will most likely return to living the same lifestyle .
Although the prison has served as a punishment for the criminal, it has also wasted much of the taxpayer's money .
If on the other hand, the criminal goes through some sort of rehabilitation, it would profit both the criminal and the society, given that the criminal is going to be able to live a more productive life once he is free .
Obviously, if the criminal is suffering from a poor mental state, psychiatric help should be given. But at the same time many prisons today teaches the prisoners some type of skill, for instance activities like pottery making, but also different job skills. While it keeps the prisoners occupied when they are locked up, it is also a great help for them when they are released. It should be easier for them to function normally in society, and thus stay away from crime .
In my opinion, a criminal should be punished, as well as being rehabilitated. It is important to set an example to show that society does not tolerate criminal offenses. In addition serving as a punishment for the criminal, prison also keeps them away from society, out of harms way .
While rehabilitation of all criminals would benefit society, it is not realistic. Not every one wants to be helped, and not every one can be helped .
What prison should not be though, but often is today, is a school for the prisoners on how to be a better criminal. This only punishes society .","He will have had time to do some serious thinking about his life and his wrongdoings, and will have been determined to live a better life .",C1
448_SWUL1003.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"The world of today is basically demythologized, still quite a few people are interested in myths because the myths have a message for them. As a matter of fact they are stories about rules of living. What we learn in our schools today are not words of wisdom. We learn technology, we get information. Our world seems to have been drained of spiritual values. People feel powerless. That is precisely what I believe is modern society's curse, this powerlessness, the weariness people feel, the alienation from the world that they live in. A social stagnation with artificial life and false life span, which has taken over. Maybe we need a hero that will give expression to our deepest yearnings .
Does society need heroes? Yes, I think so. Because needs images that will keep all the disrupted tendencies together and gather them into a purpose. The myths help us to realize that there is a possibility to achieve completion, to be able to use all our strength and to bring joy into the world. To kill the monsters and the fire-spitting dragons is to defeat darkness .
What happens then, if society does not have any powerfull mythology anymore? Our teenagers loose faith in the religions in which they have been raised and turn inward. They often do this with the sopport of drugs. Society has not assigned any rituals that will make them members of the tribe and the community. This is the essential meaning of the initiation ceremonies. In primitive societies they strike out teeth, inscribe scars on their bodies and practise circumcision etc .
In modern cities like New York for example teenagers create their own rites. That is why there is graffitti all over the city. They have their own gangs, their own initiation rites, and their own laws. But they are dangerous, because their laws are not the laws of the city. They have not een taken up in the society .
Is modern society so devoid of hope then? I do not think it has to be that way. In our technological society where most of our dreams and fantasies are represented in films and videogames, there is a growing tendency to create new factasies of our own. People are getting tired of having everything served on a silver plate. We need to create new myths and at the same time to look back in search for old lost ones .
In the myth, there is no argument against industry and science. When you plunge into a totally unknown adventure and make a path, Wheater it is some sort of technological breakthrough or simply a new way of living, you run the risk of getting too enthusiastic or to neglect certain mechanical aspects then you will most certainly fail. When assenting to one's longings, enthusiasm, and feelings you have to keep your head cool, so that it will not lead you straight into calamity. I cannot recognize any opposition between science and mythology. Science itself is now drawing nearer the dimensions of mystery, soon it will have reached the border. The border between that which can be understood and that which will never be clear, because it is a mystery that is beyond the reach of human reseach. For instance; we do not even know what a nucleus is, if it is a wave or a particle - maybe it is both .
What kind of myths will incorporate the machine into our new world? The cars are already there in mythology that is. They are in our dreams. Airplanes too, play an important role in the service of imagination. The voyage of the airplane represents the liberation from earth, in a way pretty much like birds symbolizing freedom. And now it is also time for the computor to introduce itself in the world of fantasy. The computor that many people regard as omnipotent god, with its software going in and out of it, as if they were angels bringing information from earth .
Not only do I believe that there is a place for imagination in our technological society, but furthermore I am quite convinced that it is neccesary for us and future generations to keep on dreaming. Really one of the most important differences between machines and humans, is that humans are capable of imagining things, while a machine is directed by certain signals and commands. In order to be master and inventor of our technological devices, we must continue doing what humans have done for several thousands of years - that of dreaming and imagining .","Airplanes too, play an important role in the service of imagination.",C1
110_FIHE1022.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"This is a claim that is often being made, especially by people who criticize the university system. I agree that university degrees are theoretical, but I think that it does not necessarily mean that they would be of little value in real life. Quite the contrary. I would like to argue that the concentration of theory is actually very useful and valuable, both for the individual and the society in general .
The way I see it, the less theoretical education, say, for example, vocational education, is no more successful in preparing students for ""the real life"" than the more theoretical university education is. The vocational training typically tells the student exactly what to do and how. It gives ready made solutions to problems, so the student who has completed vocational education has not usually learned how to deal with unexpected problems or situations. And as we know things seldom work out the way one expects, and we often find ourselves facing an unexpected problem. The university education, on the other hand, prepares students especially for these unexpected situations. University education encourages students to personal interpretation of situations and individual problem solving. It familiarizes students with different methods and theories, different perspectives and ways of solving problems. It demands the students to be more independent and requires more creativity from the students themselves, than the less theoretical education, and I see these abilities as very important in the real life .
The claim often goes that the vocational education is much better because it prepares students for their specific professions. Some things a university degree might not be able to give us. These might include such routine skills as correct telephone conduct, or how to repair a copy machine, that are needed in most jobs today. Instead of these mechanical skills the university education gives us something much more useful; it enhances our mental capacities and develops our creative problem solving abilities. And is thus, in my opinion, much more useful in the long run. When talking about employment we must also take into consideration the fact university degree is usually a requirement for the top posts, in which case university education is very useful indeed .
In addition to the benefits that university education has in securing high level employment, we must also look at its value to the individual in his private life. The university teaches us to understand various spectra of life more fully, whereas vocational education seldom has opportunities for this. The Finnish university degree in particular gives us both all-round education, and a deeper and more detailed understanding of one or two fields. When we study at university level we learn the know-how of collecting information, processing and analysing it. We learn how to theorize, and how to perceive larger structures behind the fractured information that is being poured to us. We are able to examine information critically, to question things and not accept them at face value. A person who has gone through the vocational education system does not have these tools at his use. Therefore he may sometimes feel that he the real life does not make any sense to him, and feelings of alienation might result from this .
A further example of how university education prepares us for the real life, and how it is beneficial, is the fact that educated people tend to be more active in the society, by belonging to different organisations and voting actively. Due to their educational background these individuals realise their potential of making their voice heard, and that they really can influence decision making in the society. So university education is actually very valuable from the society's point of view as well, and not merely from the individual's .",The vocational training typically tells the student exactly what to do and how.,C2
096_DBAN3042.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"It has been said before that money is the root of all evil. Surely not all evil is due to money, but the far-reaching harm that is being done to individuals in our world has to be attributed to capitalism. The system has undoubtedly influenced human behaviour at the end of this millennium: capitalism has added greatly to the all encompassing paralysis of the world. This essay focuses not only on the influence of capitalism on the individual, but also on the artist and on art itself .
In the closing years of the 20th century the individual person finds himself surrounded by unnecessary misery and gross inequality. Our community does not take the individuals integrity into account. According to Ludien Goldman, a famous literary critic, it was the so-called new look capitalism that killed the intrinsic value of the individual. When at the beginning of this century the capital concentrated itself around a select number of entrepreneurs, the free trade turned into an economy of monopolies and trusts. In this new economic sustem, the individual had lost its central position. Unlike the 19th century liberalism, the new look capitalism did not allow individuals to take part in big business. As a result, passivity grew .
Consumption is one of the key-words in the capitalists dictionary. People are urged in various ways to buy products that can improve their standard of living, so that after a while those redundant products become indispensable. Riches alone make no man happy, although we live in a world in which wealth seems to be the initial goal of life. Consequently, a lot of people are blinded by the considerations of career and personal profit .
Now how does capitalism affect the artist? The artist, too, is an individual and for that reason has to be protected. He must be given full spatio-temporal freedom to exploit his creativity and genius in order to produce Art. The artist must keep his independency, although he is still part of a society - whether he likes it or not. This society however may not prevent him from expressing his thoughts freely and making hiw own choices .
Theoretically, capitalism gives people this freedom to choose. I have to disagree with this definition. This is the kind of statement that implies that the homeless in e.g. New York City are somehow being homeless of their own volition. In the capitalist system, if you have no money, you have no choice, and capitalism defines freedom as choice .
To conclude this short essay, I'll briefly touch upon the capitalist view of the relationship between art and commerce. I will not discuss the contents of Art. The central simplicity of capitalism is that if something makes a profit then it must be good. This kind of reasoning may do when we talk about hamburgers, or refrigerators, but not when we discuss art. Hundreds of books have been written on the criterions for art, but it is sure that sales potential can never be the sole criterion for art. Therefore I say that capitalism is threatening Art .",Now how does capitalism affect the artist?,C2
140_FRUC3093.txt,en,icle500,document-level,learner,CC0 1.0 (Public Domain),"Experience is a major asset for any job applicant, and this very common requirement in job offers seems to corroborate the statement according to which ""most university degrees are theoretical and do not prepare students for the real world, (and that) they are therefore of very little value.""
This opinion however can be criticized on several grounds .
Although it is true that most university degrees are theoretical, it does not mean that they do not prepare students for the ""real world"", or professional world where they will have to put what they have learned into practice. A
chemist who has just recently graduated from college will probably take more time to make a pharmaceutical preparation than a practically trained lab technician, but after a time, when he has gained experience, he will be as good as him, and what is more, he will be able to understand what he is doing, being able to detect possible mistakes made by the general practitioner. Furthermore, he will always have a kind of overview on whatever he will do, which the technician, trapped in his mechanical routine, will never have. We here find an illustration of one of the university graduate's major assets: his critical sense. His theoretical studies must have given him the tools to think for himself and not to accept everything he is told without further analysis .
University studies also form students to be methodical and organized. they must be able to see at once what is important in each of the different subjects their curriculum includes, and to assimilate it in such a way that they will be able to render it at the exam, showing they have understood it. This will provide them with an analytical spirit, another great asset in their future life, when they will be confronted with entirely new situations for which they will have to find straightforward solutions .
Next to those qualities, university also gives students the opportunity to meet people from various backgrounds: geographical, social, intellectual, ... and they should make the most of it, talking and exchanging ideas, trying to understand other mentalities, learning to respect people who are different from them. Various programs even give students the chance to go abroad, and this probably is the best preparation for the ""real"" world. Their degree will indeed give them the skills necessary for their future profession, even if they first need some time to adapt to its practice, but they will have gained something more essential from their contacts with other people: an open mindedness which will make them aware that their professional or familial world is but a small part of a much larger one, which might rightly be called ""the real world.""","Furthermore, he will always have a kind of overview on whatever he will do, which the technician, trapped in his mechanical routine, will never have.",C2
