doc_id,sentence,token,lemma,pos,tag,Number,Person,Poss,PronType,Mood,Tense,VerbForm,Degree,PunctType,Case,Definite,Gender,NumType,Polarity,Aspect,ConjType,PunctSide
0436.xml,4,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0436.xml,4,public,public,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0436.xml,4,sector,sector,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,4,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0436.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,4,take,take,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0436.xml,4,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0436.xml,4,train,train,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,4,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,working,work,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0436.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0433.xml,0,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0433.xml,0,favorit,favorit,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,0,hobbie,hobbie,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,0,'s,'s,AUX,POS,,,,,,,,,,,,,,,,,
0433.xml,0,running,run,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0433.xml,0,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0433.xml,0,nature,nature,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0433.xml,0, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0433.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0433.xml,1,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0433.xml,1,it,it,PRON,PRP,Sing,3,,Prs,,,,,,Acc,,Neut,,,,,
0433.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0433.xml,1,it,it,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Neut,,,,,
0433.xml,1,'s,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0433.xml,1,fun,fun,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0433.xml,1, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0433.xml,1,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0433.xml,1,after,after,ADP,IN,,,,,,,,,,,,,,,,,
0433.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0433.xml,1,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0433.xml,1,'m,be,AUX,VBP,Sing,1,,,Ind,Pres,Fin,,,,,,,,,,
0433.xml,1,relaxed,relaxed,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0433.xml,1,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0433.xml,1,any,any,DET,DT,,,,,,,,,,,,,,,,,
0433.xml,1,time,time,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,1,!,!,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0433.xml,1, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0433.xml,2,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0433.xml,2,should,should,AUX,MD,,,,,,,Fin,,,,,,,,,,
0433.xml,2,like,like,VERB,VB,,,,,,,Inf,,,,,,,,,,
0433.xml,2,progress,progress,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,2,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0433.xml,2,step,step,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,2,by,by,ADP,IN,,,,,,,,,,,,,,,,,
0433.xml,2,step,step,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,2,!,!,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0433.xml,2,  ,  ,SPACE,_SP,,,,,,,,,,,,,,,,,
0433.xml,3,The,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0433.xml,3,running,running,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0433.xml,3,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0433.xml,3,verry,verry,VERB,VB,,,,,,,Inf,,,,,,,,,,
0433.xml,3,important,important,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0433.xml,3,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0433.xml,3,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0433.xml,3,self,self,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0433.xml,3,!,!,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0433.xml,3, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0433.xml,3,:-),:-),PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,0,We,we,PRON,PRP,Plur,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,0,are,be,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,0,three,three,NUM,CD,,,,,,,,,,,,,Card,,,,
0436.xml,0,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,0,home,home,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,0, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,1,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0436.xml,1,daughter,daughter,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,1,15,15,NUM,CD,,,,,,,,,,,,,Card,,,,
0436.xml,1,years,year,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0436.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0436.xml,1,she,she,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Fem,,,,,
0436.xml,1,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,1,called,call,VERB,VBN,,,,,,Past,Part,,,,,,,,Perf,,
0436.xml,1,{,{,PUNCT,-LRB-,,,,,,,,,Brck,,,,,,,,Ini
0436.xml,1,name,name,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,1,},},PUNCT,-RRB-,,,,,,,,,Brck,,,,,,,,Fin
0436.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,1, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,2,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0436.xml,2,husband,husband,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,2,work,work,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,2,as,as,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,2,employee,employee,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,2, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,3,We,we,PRON,PRP,Plur,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,3,live,live,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0436.xml,3,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,3,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0436.xml,3,country,country,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0436.xml,3, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0436.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,4,'m,be,AUX,VBP,Sing,1,,,Ind,Pres,Fin,,,,,,,,,,
0436.xml,4,work,work,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,4,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,Brussels,Brussels,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0436.xml,4,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0436.xml,4,public,public,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0436.xml,4,sector,sector,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,4,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0436.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0436.xml,4,take,take,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0436.xml,4,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0436.xml,4,train,train,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0436.xml,4,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,at,at,ADP,IN,,,,,,,,,,,,,,,,,
0436.xml,4,working,work,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0436.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0442.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0442.xml,0,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0442.xml,0,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0442.xml,0,job,job,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0442.xml,0,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0442.xml,0,i'm,i'm,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0442.xml,0,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0442.xml,0,butcher,butcher,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0442.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0442.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0442.xml,1,'m,be,AUX,VBP,Sing,1,,,Ind,Pres,Fin,,,,,,,,,,
0442.xml,1,work,work,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0442.xml,1,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0442.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0442.xml,1,hypermarché,hypermarché,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0442.xml,1,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0442.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0442.xml,1,good,good,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0442.xml,1,team,team,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0442.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0442.xml,2,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0442.xml,2,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0442.xml,2,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0442.xml,2,eat,eat,VERB,VB,,,,,,,Inf,,,,,,,,,,
0442.xml,2,meat,meat,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0442.xml,2,everyday,everyday,ADV,RB,,,,,,,,,,,,,,,,,
0442.xml,2,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0442.xml,3,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0442.xml,3,boss,boss,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0442.xml,3,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0442.xml,3,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0442.xml,3,women,woman,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0442.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0442.xml,3,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0442.xml,3,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0442.xml,3,good,good,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0442.xml,3,boss,boss,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0442.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0442.xml,4,She,she,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Fem,,,,,
0442.xml,4,work,work,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0442.xml,4,like,like,ADP,IN,,,,,,,,,,,,,,,,,
0442.xml,4,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0442.xml,4,man,man,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0442.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0452.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0452.xml,0,was,be,AUX,VBD,Sing,3,,,Ind,Past,Fin,,,,,,,,,,
0452.xml,0,go,go,VERB,VB,,,,,,,Inf,,,,,,,,,,
0452.xml,0,to,to,ADP,IN,,,,,,,,,,,,,,,,,
0452.xml,0,Canada,Canada,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0452.xml,0,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0452.xml,0,1984,1984,NUM,CD,,,,,,,,,,,,,Card,,,,
0452.xml,0,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0452.xml,0,holidays,holiday,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0452.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0452.xml,1,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0452.xml,1,19,19,NUM,CD,,,,,,,,,,,,,Card,,,,
0452.xml,1,years,year,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,1,old,old,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0452.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0452.xml,1,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0452.xml,1,it,it,PRON,PRP,Sing,3,,Prs,,,,,,Nom,,Neut,,,,,
0452.xml,1,was,be,AUX,VBD,Sing,3,,,Ind,Past,Fin,,,,,,,,,,
0452.xml,1,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0452.xml,1,fantastic,fantastic,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0452.xml,1,!,!,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0452.xml,2,Peoples,people,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,2,are,be,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0452.xml,2,very,very,ADV,RB,,,,,,,,,,,,,,,,,
0452.xml,2,cool,cool,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0452.xml,2,!,!,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0452.xml,3,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0452.xml,3,have,have,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0452.xml,3,visited,visit,VERB,VBN,,,,,,Past,Part,,,,,,,,Perf,,
0452.xml,3,Montreal,Montreal,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0452.xml,3,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0452.xml,3,Quebec,Quebec,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0452.xml,3,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0452.xml,3,remonted,remonte,VERB,VBD,,,,,,Past,Fin,,,,,,,,,,
0452.xml,3,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0452.xml,3,St,St,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0452.xml,3,Laurent,Laurent,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0452.xml,3,just,just,ADV,RB,,,,,,,,,,,,,,,,,
0452.xml,3,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0452.xml,3,Sagnay,Sagnay,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0452.xml,3,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0452.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0452.xml,4,have,have,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0452.xml,4,make,make,VERB,VB,,,,,,,Inf,,,,,,,,,,
0452.xml,4,camping,camping,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0452.xml,4,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0452.xml,4,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0452.xml,4,largest,large,ADJ,JJS,,,,,,,,Sup,,,,,,,,,
0452.xml,4, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0452.xml,4,forests,forest,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,4,whive,whive,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0452.xml,4,wilds,wild,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,4,animals,animal,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,4,:,:,PUNCT,:,,,,,,,,,,,,,,,,,
0452.xml,4,burns,burn,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,4,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0452.xml,4,eagles,eagle,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,4,....,....,PUNCT,:,,,,,,,,,,,,,,,,,
0452.xml,4,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0452.xml,4,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0452.xml,4,fisching,fisching,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0452.xml,4,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0452.xml,4,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0452.xml,4,wilds,wilds,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0452.xml,4,rivers,river,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,4,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0452.xml,4,swimming,swim,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0452.xml,4,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0452.xml,4,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0452.xml,4,lakes,lake,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,4,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0452.xml,5,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0452.xml,5,hope,hope,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0452.xml,5,go,go,VERB,VB,,,,,,,Inf,,,,,,,,,,
0452.xml,5,to,to,ADP,IN,,,,,,,,,,,,,,,,,
0452.xml,5,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0452.xml,5,Middle,Middle,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0452.xml,5,West,West,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0452.xml,5,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0452.xml,5,USA,USA,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0452.xml,5,next,next,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0452.xml,5,time,time,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0452.xml,5,whive,whive,VERB,VBD,,,,,,Past,Fin,,,,,,,,,,
0452.xml,5,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0452.xml,5,wife,wife,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0452.xml,5,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0452.xml,6,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0452.xml,6,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0452.xml,6,travels,travel,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0452.xml,6,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0452.xml,6,holidays,holiday,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0003.xml,0,My,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0003.xml,0,name,name,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0003.xml,0,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0003.xml,0,{,{,PUNCT,-LRB-,,,,,,,,,Brck,,,,,,,,Ini
0003.xml,0,name,name,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0003.xml,0,},},PUNCT,-RRB-,,,,,,,,,Brck,,,,,,,,Fin
0431.xml,0,At,at,ADP,IN,,,,,,,,,,,,,,,,,
0431.xml,0,home,home,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0431.xml,0,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0431.xml,0,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0431.xml,0,hobbies,hobby,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0431.xml,0,are,be,AUX,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0431.xml,0,sudoku,sudoku,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0431.xml,0,",",",",PUNCT,",",,,,,,,,,Comm,,,,,,,,
0431.xml,0,to,to,PART,TO,,,,,,,,,,,,,,,,,
0431.xml,0,watch,watch,VERB,VB,,,,,,,Inf,,,,,,,,,,
0431.xml,0,télévision,télévision,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0431.xml,0,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0431.xml,0, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0431.xml,0,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0431.xml,0,BD,BD,PROPN,NNP,Sing,,,,,,,,,,,,,,,,
0431.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0431.xml,0, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0431.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0431.xml,1,like,like,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0431.xml,1,to,to,ADP,IN,,,,,,,,,,,,,,,,,
0431.xml,1,travelling,travel,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0431.xml,1,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0431.xml,1,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0431.xml,1,familly,familly,ADV,RB,,,,,,,,,,,,,,,,,
0431.xml,1,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0431.xml,1,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0431.xml,1,different,different,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0431.xml,1,country,country,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0431.xml,1,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0431.xml,1,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0431.xml,1,world,world,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0431.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0431.xml,1, , ,SPACE,_SP,,,,,,,,,,,,,,,,,
0431.xml,2,i,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0431.xml,2,visit,visit,VERB,VBP,,,,,,Pres,Fin,,,,,,,,,,
0431.xml,2,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0431.xml,2,muséum,muséum,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0431.xml,2,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0431.xml,2,the,the,DET,DT,,,,Art,,,,,,,Def,,,,,,
0431.xml,2,city,city,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0431.xml,2,with,with,ADP,IN,,,,,,,,,,,,,,,,,
0431.xml,2,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0431.xml,2,camping,camping,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0431.xml,2,-,-,PUNCT,HYPH,,,,,,,,,Dash,,,,,,,,
0431.xml,2,car,car,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,0,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0423.xml,0,have,have,VERB,VBP,,,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,0,n't,not,PART,RB,,,,,,,,,,,,,,Neg,,,
0423.xml,0,many,many,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0423.xml,0,hobbies,hobby,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0423.xml,0,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0423.xml,1,I,I,PRON,PRP,Sing,1,,Prs,,,,,,Nom,,,,,,,
0423.xml,1,'m,be,AUX,VBP,Sing,1,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,1,working,work,VERB,VBG,,,,,,Pres,Part,,,,,,,,Prog,,
0423.xml,1,like,like,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,1,teacher,teacher,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,1,in,in,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,1,a,a,DET,DT,,,,Art,,,,,,,Ind,,,,,,
0423.xml,1,primary,primary,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0423.xml,1,school,school,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,1,and,and,CCONJ,CC,,,,,,,,,,,,,,,,Cmp,
0423.xml,1,prepare,prepare,VERB,VB,,,,,,,Inf,,,,,,,,,,
0423.xml,1,some,some,DET,DT,,,,,,,,,,,,,,,,,
0423.xml,1,activities,activity,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0423.xml,1,for,for,ADP,IN,,,,,,,,,,,,,,,,,
0423.xml,1,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0423.xml,1,students,student,NOUN,NNS,Plur,,,,,,,,,,,,,,,,
0423.xml,1,is,be,AUX,VBZ,Sing,3,,,Ind,Pres,Fin,,,,,,,,,,
0423.xml,1,my,my,PRON,PRP$,Sing,1,Yes,Prs,,,,,,,,,,,,,
0423.xml,1,favorite,favorite,ADJ,JJ,,,,,,,,Pos,,,,,,,,,
0423.xml,1,hobby,hobby,NOUN,NN,Sing,,,,,,,,,,,,,,,,
0423.xml,1,.,.,PUNCT,.,,,,,,,,,Peri,,,,,,,,
0423.xml,2,Also,also,ADV,RB,,,,,,,,,,,,,,,,,
